Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
27/07/2022 1:29:53 PM,"445","26.3","42","1011"
27/07/2022 1:34:53 PM,"442","26.3","42","1011"
27/07/2022 1:39:53 PM,"424","26.3","42","1011"
27/07/2022 1:44:53 PM,"436","26.3","42","1011"
27/07/2022 1:49:53 PM,"445","26.4","42","1011"
27/07/2022 1:54:53 PM,"453","26.4","42","1011"
27/07/2022 1:59:53 PM,"429","26.4","42","1011"
27/07/2022 2:04:53 PM,"438","26.4","42","1011"
27/07/2022 2:09:53 PM,"427","26.4","42","1011"
27/07/2022 2:14:53 PM,"442","26.4","42","1011"
27/07/2022 2:19:53 PM,"448","26.4","42","1011"
27/07/2022 2:24:53 PM,"421","26.4","42","1011"
27/07/2022 2:29:53 PM,"439","26.4","42","1011"
27/07/2022 2:34:53 PM,"421","26.4","42","1011"
27/07/2022 2:39:53 PM,"439","26.4","42","1011"
27/07/2022 2:44:53 PM,"415","26.4","42","1011"
27/07/2022 2:49:53 PM,"443","26.4","42","1011"
27/07/2022 2:54:53 PM,"445","26.4","41","1011"
27/07/2022 2:59:53 PM,"447","26.4","42","1011"
27/07/2022 3:04:53 PM,"418","26.4","41","1011"
27/07/2022 3:09:53 PM,"422","26.4","41","1011"
27/07/2022 3:14:53 PM,"424","26.4","41","1011"
27/07/2022 3:19:53 PM,"423","26.4","41","1011"
27/07/2022 3:24:53 PM,"437","26.4","41","1011"
27/07/2022 3:29:53 PM,"431","26.4","41","1012"
27/07/2022 3:34:53 PM,"442","26.4","41","1011"
27/07/2022 3:39:53 PM,"412","26.4","41","1011"
27/07/2022 3:44:53 PM,"418","26.5","41","1011"
27/07/2022 3:49:53 PM,"426","26.5","41","1011"
27/07/2022 3:54:53 PM,"426","26.5","41","1011"
27/07/2022 3:59:53 PM,"444","26.5","41","1011"
27/07/2022 4:04:53 PM,"431","26.5","41","1011"
27/07/2022 4:09:53 PM,"429","26.5","41","1011"
27/07/2022 4:14:53 PM,"435","26.5","41","1011"
27/07/2022 4:19:53 PM,"435","26.5","41","1011"
27/07/2022 4:24:53 PM,"430","26.5","41","1011"
27/07/2022 4:29:53 PM,"428","26.5","41","1011"
27/07/2022 4:34:53 PM,"431","26.5","41","1011"
27/07/2022 4:39:53 PM,"434","26.5","41","1011"
27/07/2022 4:44:53 PM,"414","26.5","41","1011"
27/07/2022 4:49:53 PM,"440","26.5","41","1011"
27/07/2022 4:54:53 PM,"408","26.5","41","1011"
27/07/2022 4:59:53 PM,"448","26.5","41","1011"
27/07/2022 5:04:53 PM,"420","26.5","41","1011"
27/07/2022 5:09:53 PM,"426","26.5","41","1011"
27/07/2022 5:14:53 PM,"423","26.5","41","1011"
27/07/2022 5:19:53 PM,"421","26.5","41","1011"
27/07/2022 5:24:53 PM,"430","26.6","41","1011"
27/07/2022 5:29:53 PM,"422","26.5","41","1011"
27/07/2022 5:34:53 PM,"431","26.6","41","1011"
27/07/2022 5:39:53 PM,"422","26.5","41","1011"
27/07/2022 5:44:53 PM,"412","26.6","41","1011"
27/07/2022 5:49:53 PM,"423","26.6","41","1011"
27/07/2022 5:54:53 PM,"425","26.5","41","1011"
27/07/2022 5:59:53 PM,"436","26.6","41","1011"
27/07/2022 6:04:53 PM,"431","26.6","41","1011"
27/07/2022 6:09:53 PM,"422","26.6","41","1012"
27/07/2022 6:14:53 PM,"424","26.6","41","1012"
27/07/2022 6:19:53 PM,"422","26.6","41","1012"
27/07/2022 6:24:53 PM,"418","26.6","41","1011"
27/07/2022 6:29:53 PM,"433","26.6","41","1012"
27/07/2022 6:34:53 PM,"422","26.6","41","1012"
27/07/2022 6:39:53 PM,"434","26.6","41","1012"
27/07/2022 6:44:53 PM,"439","26.6","41","1012"
27/07/2022 6:49:53 PM,"445","26.6","41","1012"
27/07/2022 6:54:53 PM,"501","26.3","41","1012"
27/07/2022 6:59:53 PM,"488","26.2","40","1012"
27/07/2022 7:04:53 PM,"460","26.0","40","1012"
27/07/2022 7:09:53 PM,"458","26.0","40","1012"
27/07/2022 7:14:53 PM,"461","25.9","39","1012"
27/07/2022 7:19:53 PM,"450","25.8","39","1012"
27/07/2022 7:24:53 PM,"461","25.8","39","1012"
27/07/2022 7:29:53 PM,"461","25.7","39","1012"
27/07/2022 7:34:53 PM,"450","25.7","39","1012"
27/07/2022 7:39:53 PM,"461","25.7","39","1012"
27/07/2022 7:44:53 PM,"472","25.5","39","1012"
27/07/2022 7:49:53 PM,"468","25.5","39","1012"
27/07/2022 7:54:53 PM,"480","25.5","39","1012"
27/07/2022 7:59:53 PM,"491","25.5","39","1012"
27/07/2022 8:04:53 PM,"498","25.6","40","1012"
27/07/2022 8:09:53 PM,"495","25.7","40","1012"
27/07/2022 8:14:53 PM,"498","25.8","40","1012"
27/07/2022 8:19:53 PM,"493","25.8","40","1012"
27/07/2022 8:24:53 PM,"492","25.8","40","1012"
27/07/2022 8:29:53 PM,"479","25.7","40","1012"
27/07/2022 8:34:53 PM,"477","25.5","39","1012"
27/07/2022 8:39:53 PM,"470","25.4","39","1012"
27/07/2022 8:44:53 PM,"470","25.4","39","1012"
27/07/2022 8:49:53 PM,"455","25.3","40","1012"
27/07/2022 8:54:53 PM,"455","25.2","40","1012"
27/07/2022 8:59:53 PM,"496","25.4","40","1012"
27/07/2022 9:04:53 PM,"519","25.4","40","1012"
27/07/2022 9:09:53 PM,"490","25.5","40","1012"
27/07/2022 9:14:53 PM,"495","25.5","40","1012"
27/07/2022 9:19:53 PM,"500","25.5","40","1012"
27/07/2022 9:24:53 PM,"503","25.5","40","1012"
27/07/2022 9:29:53 PM,"502","25.5","40","1012"
27/07/2022 9:34:53 PM,"502","25.6","40","1013"
27/07/2022 9:39:53 PM,"501","25.5","40","1013"
27/07/2022 9:44:53 PM,"470","25.6","40","1013"
27/07/2022 9:49:53 PM,"477","25.5","40","1013"
27/07/2022 9:54:53 PM,"493","25.5","40","1013"
27/07/2022 9:59:53 PM,"487","25.5","41","1013"
27/07/2022 10:04:53 PM,"496","25.5","41","1013"
27/07/2022 10:09:53 PM,"492","25.5","41","1013"
27/07/2022 10:14:53 PM,"485","25.5","41","1013"
27/07/2022 10:19:53 PM,"473","25.5","41","1013"
27/07/2022 10:24:53 PM,"489","25.5","41","1013"
27/07/2022 10:29:53 PM,"492","25.5","40","1013"
27/07/2022 10:34:53 PM,"473","25.5","40","1013"
27/07/2022 10:39:53 PM,"480","25.4","40","1013"
27/07/2022 10:44:53 PM,"484","25.4","40","1013"
27/07/2022 10:49:53 PM,"492","25.4","40","1013"
27/07/2022 10:54:53 PM,"508","25.3","40","1013"
27/07/2022 10:59:54 PM,"489","25.4","40","1013"
27/07/2022 11:04:54 PM,"482","25.4","40","1013"
27/07/2022 11:09:54 PM,"514","25.4","41","1013"
27/07/2022 11:14:54 PM,"561","25.5","41","1013"
27/07/2022 11:19:54 PM,"575","25.5","41","1013"
27/07/2022 11:24:54 PM,"587","25.6","41","1013"
27/07/2022 11:29:54 PM,"608","26.4","43","1012"
27/07/2022 11:34:54 PM,"577","25.8","43","1012"
27/07/2022 11:39:54 PM,"560","25.6","43","1012"
27/07/2022 11:44:54 PM,"540","25.4","43","1012"
27/07/2022 11:49:54 PM,"574","25.3","43","1012"
27/07/2022 11:54:54 PM,"596","25.3","44","1012"
27/07/2022 11:59:54 PM,"708","25.4","45","1012"
28/07/2022 12:04:54 AM,"744","25.2","45","1012"
28/07/2022 12:09:54 AM,"817","25.0","45","1012"
28/07/2022 12:14:54 AM,"960","25.0","46","1012"
28/07/2022 12:19:54 AM,"1232","24.9","47","1012"
28/07/2022 12:24:54 AM,"1351","24.9","48","1012"
28/07/2022 12:29:54 AM,"1448","24.9","48","1012"
28/07/2022 12:34:54 AM,"1369","24.9","49","1012"
28/07/2022 12:39:54 AM,"1264","24.9","48","1012"
28/07/2022 12:44:54 AM,"644","24.5","46","1012"
28/07/2022 12:49:44 AM,"630","24.4","47","1012"
28/07/2022 12:54:44 AM,"674","24.5","47","1012"
28/07/2022 12:59:44 AM,"726","24.5","47","1012"
28/07/2022 1:04:44 AM,"761","24.6","47","1012"
28/07/2022 1:09:44 AM,"750","24.6","48","1012"
28/07/2022 1:14:44 AM,"806","24.6","48","1012"
28/07/2022 1:19:44 AM,"837","24.6","48","1012"
28/07/2022 1:24:44 AM,"797","24.6","48","1012"
28/07/2022 1:29:44 AM,"831","24.6","48","1012"
28/07/2022 1:34:44 AM,"830","24.7","48","1012"
28/07/2022 1:39:44 AM,"816","24.7","48","1012"
28/07/2022 1:44:44 AM,"856","24.7","49","1012"
28/07/2022 1:49:44 AM,"875","24.6","49","1012"
28/07/2022 1:54:44 AM,"875","24.6","49","1012"
28/07/2022 1:59:44 AM,"894","24.7","49","1012"
28/07/2022 2:04:44 AM,"889","24.7","49","1012"
28/07/2022 2:09:44 AM,"875","24.7","49","1012"
28/07/2022 2:14:44 AM,"898","24.7","49","1012"
28/07/2022 2:19:44 AM,"833","24.7","49","1012"
28/07/2022 2:24:44 AM,"836","24.7","49","1012"
28/07/2022 2:29:44 AM,"820","24.6","49","1012"
28/07/2022 2:34:44 AM,"865","24.6","49","1012"
28/07/2022 2:39:44 AM,"843","24.6","49","1012"
28/07/2022 2:44:44 AM,"817","24.6","49","1012"
28/07/2022 2:49:44 AM,"860","24.7","49","1012"
28/07/2022 2:54:44 AM,"883","24.6","49","1012"
28/07/2022 2:59:44 AM,"911","24.6","49","1012"
28/07/2022 3:04:44 AM,"866","24.6","49","1012"
28/07/2022 3:09:44 AM,"859","24.7","49","1012"
28/07/2022 3:14:44 AM,"853","24.7","49","1012"
28/07/2022 3:19:44 AM,"867","24.7","50","1012"
28/07/2022 3:24:44 AM,"891","24.7","50","1012"
28/07/2022 3:29:44 AM,"841","24.7","50","1012"
28/07/2022 3:34:44 AM,"860","24.7","49","1012"
28/07/2022 3:39:44 AM,"777","24.7","49","1012"
28/07/2022 3:44:44 AM,"759","24.7","49","1012"
28/07/2022 3:49:44 AM,"760","24.7","49","1012"
28/07/2022 3:54:44 AM,"797","24.7","49","1012"
28/07/2022 3:59:44 AM,"772","24.7","49","1012"
28/07/2022 4:04:44 AM,"789","24.7","49","1012"
28/07/2022 4:09:44 AM,"760","24.7","49","1012"
28/07/2022 4:14:44 AM,"759","24.7","49","1012"
28/07/2022 4:19:44 AM,"786","24.7","49","1012"
28/07/2022 4:24:44 AM,"773","24.7","49","1012"
28/07/2022 4:29:44 AM,"761","24.7","49","1012"
28/07/2022 4:34:44 AM,"757","24.7","49","1012"
28/07/2022 4:39:44 AM,"742","24.7","49","1012"
28/07/2022 4:44:44 AM,"746","24.7","49","1012"
28/07/2022 4:49:44 AM,"727","24.7","49","1012"
28/07/2022 4:54:44 AM,"707","24.7","49","1012"
28/07/2022 4:59:44 AM,"735","24.7","49","1012"
28/07/2022 5:04:44 AM,"734","24.7","49","1012"
28/07/2022 5:09:44 AM,"748","24.7","49","1012"
28/07/2022 5:14:44 AM,"724","24.7","49","1012"
28/07/2022 5:19:44 AM,"706","24.7","49","1012"
28/07/2022 5:24:44 AM,"722","24.7","49","1012"
28/07/2022 5:29:44 AM,"713","24.7","49","1012"
28/07/2022 5:34:44 AM,"720","24.7","49","1012"
28/07/2022 5:39:44 AM,"735","24.7","49","1012"
28/07/2022 5:44:44 AM,"718","24.7","49","1012"
28/07/2022 5:49:44 AM,"698","24.7","49","1012"
28/07/2022 5:54:44 AM,"705","24.7","49","1012"
28/07/2022 5:59:44 AM,"752","24.7","49","1012"
28/07/2022 6:04:44 AM,"726","24.7","49","1012"
28/07/2022 6:09:44 AM,"689","24.7","49","1012"
28/07/2022 6:14:44 AM,"710","24.7","49","1012"
28/07/2022 6:19:44 AM,"692","24.7","49","1012"
28/07/2022 6:24:44 AM,"700","24.7","49","1012"
28/07/2022 6:29:44 AM,"680","24.7","49","1012"
28/07/2022 6:34:44 AM,"703","24.7","49","1012"
28/07/2022 6:39:44 AM,"739","24.7","49","1012"
28/07/2022 6:44:44 AM,"730","24.7","49","1012"
28/07/2022 6:49:44 AM,"778","24.7","50","1012"
28/07/2022 6:54:44 AM,"751","24.7","50","1012"
28/07/2022 6:59:44 AM,"743","24.7","50","1012"
28/07/2022 7:04:44 AM,"749","24.7","50","1012"
28/07/2022 7:09:44 AM,"764","24.7","50","1012"
28/07/2022 7:14:44 AM,"744","24.7","50","1012"
28/07/2022 7:19:44 AM,"748","24.7","50","1012"
28/07/2022 7:24:44 AM,"740","24.7","50","1012"
28/07/2022 7:29:44 AM,"743","24.7","50","1012"
28/07/2022 7:34:44 AM,"766","24.7","50","1012"
28/07/2022 7:39:44 AM,"749","24.7","50","1012"
28/07/2022 7:44:44 AM,"738","24.7","50","1012"
28/07/2022 7:49:44 AM,"745","24.7","50","1012"
28/07/2022 7:54:44 AM,"749","24.7","50","1012"
28/07/2022 7:59:44 AM,"745","24.7","50","1012"
28/07/2022 8:04:44 AM,"759","24.7","50","1012"
28/07/2022 8:09:44 AM,"777","24.7","50","1012"
28/07/2022 8:14:44 AM,"761","24.7","50","1012"
28/07/2022 8:19:44 AM,"610","24.6","49","1012"
28/07/2022 8:24:44 AM,"512","24.1","48","1012"
28/07/2022 8:29:44 AM,"517","23.8","49","1012"
28/07/2022 8:34:44 AM,"510","23.5","49","1012"
28/07/2022 8:39:44 AM,"491","23.4","49","1012"
28/07/2022 8:44:44 AM,"527","23.6","49","1012"
28/07/2022 8:49:44 AM,"533","23.7","49","1012"
28/07/2022 8:54:44 AM,"548","23.8","49","1012"
28/07/2022 8:59:44 AM,"558","23.9","49","1012"
28/07/2022 9:04:44 AM,"555","23.9","49","1012"
28/07/2022 9:09:44 AM,"558","23.9","49","1012"
28/07/2022 9:14:44 AM,"560","23.9","49","1013"
28/07/2022 9:19:44 AM,"586","23.9","50","1012"
28/07/2022 9:24:44 AM,"588","24.0","49","1012"
28/07/2022 9:29:44 AM,"596","24.0","49","1013"
28/07/2022 9:34:44 AM,"580","24.0","49","1013"
28/07/2022 9:39:44 AM,"576","24.0","49","1013"
28/07/2022 9:44:44 AM,"552","23.8","49","1013"
28/07/2022 9:49:44 AM,"547","23.9","49","1013"
28/07/2022 9:54:44 AM,"536","23.9","50","1013"
28/07/2022 9:59:44 AM,"516","23.8","49","1013"
28/07/2022 10:04:44 AM,"526","23.9","49","1013"
28/07/2022 10:09:44 AM,"510","23.9","50","1013"
28/07/2022 10:14:44 AM,"529","23.9","49","1013"
28/07/2022 10:19:44 AM,"522","23.9","50","1013"
28/07/2022 10:24:45 AM,"540","24.0","49","1013"
28/07/2022 10:29:45 AM,"513","23.9","49","1013"
28/07/2022 10:34:45 AM,"502","23.9","49","1013"
28/07/2022 10:39:45 AM,"478","23.9","49","1013"
28/07/2022 10:44:45 AM,"478","23.8","49","1013"
28/07/2022 10:49:45 AM,"481","23.9","49","1013"
28/07/2022 10:54:45 AM,"477","23.9","49","1013"
28/07/2022 10:59:45 AM,"497","23.9","49","1013"
28/07/2022 11:04:45 AM,"509","23.9","49","1013"
28/07/2022 11:09:45 AM,"523","23.9","49","1013"
28/07/2022 11:14:45 AM,"493","24.0","49","1013"
28/07/2022 11:19:45 AM,"508","23.9","49","1013"
28/07/2022 11:24:45 AM,"479","24.0","49","1013"
28/07/2022 11:29:45 AM,"502","24.0","49","1013"
28/07/2022 11:34:45 AM,"495","24.0","49","1013"
28/07/2022 11:39:45 AM,"508","24.1","49","1013"
28/07/2022 11:44:45 AM,"556","24.1","49","1013"
28/07/2022 11:49:45 AM,"570","24.2","49","1013"
28/07/2022 11:54:45 AM,"587","24.2","49","1013"
28/07/2022 11:59:45 AM,"557","24.3","49","1013"
28/07/2022 12:04:45 PM,"598","24.3","49","1013"
28/07/2022 12:09:45 PM,"598","24.4","49","1013"
28/07/2022 12:14:45 PM,"623","24.4","49","1013"
28/07/2022 12:19:45 PM,"630","24.4","49","1013"
28/07/2022 12:24:45 PM,"625","24.4","49","1013"
28/07/2022 12:29:45 PM,"645","24.4","49","1013"
28/07/2022 12:34:45 PM,"630","24.5","49","1013"
28/07/2022 12:39:45 PM,"618","24.5","49","1013"
28/07/2022 12:44:45 PM,"630","24.5","49","1013"
28/07/2022 12:49:45 PM,"642","24.5","49","1013"
28/07/2022 12:54:45 PM,"630","24.6","49","1013"
28/07/2022 12:59:45 PM,"650","24.5","49","1014"
28/07/2022 1:04:45 PM,"651","24.6","49","1013"
28/07/2022 1:09:45 PM,"665","24.6","49","1013"
28/07/2022 1:14:45 PM,"642","24.6","49","1013"
28/07/2022 1:19:45 PM,"649","24.6","49","1013"
28/07/2022 1:24:45 PM,"655","24.6","49","1013"
28/07/2022 1:29:45 PM,"658","24.6","49","1013"
28/07/2022 1:34:45 PM,"643","24.6","49","1014"
28/07/2022 1:39:45 PM,"661","24.6","49","1014"
28/07/2022 1:44:45 PM,"656","24.6","49","1014"
28/07/2022 1:49:45 PM,"686","24.6","49","1014"
28/07/2022 1:54:45 PM,"699","24.7","49","1014"
28/07/2022 1:59:45 PM,"749","24.6","49","1014"
28/07/2022 2:04:45 PM,"814","24.6","50","1014"
28/07/2022 2:09:45 PM,"859","24.6","50","1014"
28/07/2022 2:14:45 PM,"857","24.6","50","1014"
28/07/2022 2:19:45 PM,"826","24.6","50","1014"
28/07/2022 2:24:45 PM,"798","24.6","50","1014"
28/07/2022 2:29:45 PM,"780","24.6","50","1014"
28/07/2022 2:34:45 PM,"756","24.6","50","1014"
28/07/2022 2:39:45 PM,"762","24.6","50","1014"
28/07/2022 2:44:45 PM,"771","24.6","50","1014"
28/07/2022 2:49:45 PM,"732","24.6","50","1014"
28/07/2022 2:54:45 PM,"727","24.6","50","1014"
28/07/2022 2:59:45 PM,"710","24.6","50","1014"
28/07/2022 3:04:45 PM,"704","24.6","50","1014"
28/07/2022 3:09:45 PM,"684","24.6","50","1014"
28/07/2022 3:14:45 PM,"691","24.6","50","1014"
28/07/2022 3:19:45 PM,"660","24.6","50","1015"
28/07/2022 3:24:45 PM,"653","24.6","50","1015"
28/07/2022 3:29:45 PM,"672","24.6","50","1015"
28/07/2022 3:34:45 PM,"638","24.6","50","1015"
28/07/2022 3:39:45 PM,"635","24.6","50","1015"
28/07/2022 3:44:45 PM,"618","24.6","50","1015"
28/07/2022 3:49:45 PM,"606","24.6","50","1015"
28/07/2022 3:54:45 PM,"592","24.6","50","1015"
28/07/2022 3:59:45 PM,"594","24.6","50","1015"
28/07/2022 4:04:45 PM,"605","24.6","50","1015"
28/07/2022 4:09:45 PM,"616","24.6","50","1015"
28/07/2022 4:14:45 PM,"588","24.6","50","1015"
28/07/2022 4:19:45 PM,"585","24.6","50","1015"
28/07/2022 4:24:45 PM,"572","24.7","50","1015"
28/07/2022 4:29:45 PM,"552","24.6","50","1015"
28/07/2022 4:34:45 PM,"549","24.6","50","1015"
28/07/2022 4:39:45 PM,"471","24.6","50","1015"
28/07/2022 4:44:45 PM,"580","24.7","50","1015"
28/07/2022 4:49:45 PM,"600","24.7","50","1015"
28/07/2022 4:54:45 PM,"660","24.7","50","1015"
28/07/2022 4:59:45 PM,"654","24.7","50","1015"
28/07/2022 5:04:45 PM,"729","24.7","50","1015"
28/07/2022 5:09:45 PM,"804","24.8","50","1015"
28/07/2022 5:14:45 PM,"847","24.8","51","1015"
28/07/2022 5:19:45 PM,"905","24.8","51","1015"
28/07/2022 5:24:45 PM,"970","24.8","51","1015"
28/07/2022 5:29:45 PM,"1004","24.8","51","1015"
28/07/2022 5:34:45 PM,"991","24.8","51","1015"
28/07/2022 5:39:45 PM,"978","24.8","51","1015"
28/07/2022 5:44:45 PM,"1007","24.8","51","1015"
28/07/2022 5:49:45 PM,"1022","24.8","51","1015"
28/07/2022 5:54:45 PM,"1025","24.8","51","1015"
28/07/2022 5:59:45 PM,"1041","24.8","51","1015"
28/07/2022 6:04:45 PM,"1065","24.8","51","1015"
28/07/2022 6:09:45 PM,"1060","24.8","51","1015"
28/07/2022 6:14:45 PM,"1070","24.8","51","1015"
28/07/2022 6:19:45 PM,"1105","24.8","51","1015"
28/07/2022 6:24:45 PM,"1086","24.8","51","1015"
28/07/2022 6:29:45 PM,"1102","24.8","51","1015"
28/07/2022 6:34:45 PM,"1112","24.8","51","1015"
28/07/2022 6:39:45 PM,"1128","24.9","51","1015"
28/07/2022 6:44:45 PM,"1116","24.9","51","1015"
28/07/2022 6:49:45 PM,"1134","24.9","51","1016"
28/07/2022 6:54:45 PM,"1134","24.9","51","1015"
28/07/2022 6:59:45 PM,"1147","25.0","52","1016"
28/07/2022 7:04:45 PM,"1143","24.9","51","1016"
28/07/2022 7:09:45 PM,"1133","25.0","51","1016"
28/07/2022 7:14:45 PM,"1152","25.0","52","1016"
28/07/2022 7:19:45 PM,"1086","25.0","51","1016"
28/07/2022 7:24:45 PM,"722","25.0","50","1016"
28/07/2022 7:29:45 PM,"585","25.0","49","1016"
28/07/2022 7:34:45 PM,"522","24.9","49","1016"
28/07/2022 7:39:45 PM,"497","24.8","49","1016"
28/07/2022 7:44:45 PM,"469","24.7","49","1016"
28/07/2022 7:49:45 PM,"489","24.7","49","1016"
28/07/2022 7:54:45 PM,"519","24.7","49","1016"
28/07/2022 7:59:45 PM,"548","24.7","50","1016"
28/07/2022 8:04:45 PM,"550","24.7","50","1016"
28/07/2022 8:09:45 PM,"570","24.8","50","1016"
28/07/2022 8:14:45 PM,"563","24.8","50","1016"
28/07/2022 8:19:45 PM,"557","24.8","50","1016"
28/07/2022 8:24:45 PM,"569","24.8","50","1016"
28/07/2022 8:29:45 PM,"583","24.8","50","1016"
28/07/2022 8:34:45 PM,"587","24.8","50","1016"
28/07/2022 8:39:45 PM,"648","24.8","50","1016"
28/07/2022 8:44:45 PM,"636","24.8","50","1016"
28/07/2022 8:49:45 PM,"654","24.8","50","1017"
28/07/2022 8:54:45 PM,"688","24.8","50","1017"
28/07/2022 8:59:45 PM,"697","24.8","51","1017"
28/07/2022 9:04:45 PM,"677","24.8","51","1017"
28/07/2022 9:09:45 PM,"701","24.8","50","1017"
28/07/2022 9:14:45 PM,"686","24.8","50","1017"
28/07/2022 9:19:45 PM,"694","24.8","50","1017"
28/07/2022 9:24:45 PM,"702","24.8","50","1017"
28/07/2022 9:29:45 PM,"698","24.8","50","1017"
28/07/2022 9:34:45 PM,"696","24.8","50","1017"
28/07/2022 9:39:45 PM,"684","24.7","50","1017"
28/07/2022 9:44:45 PM,"714","24.8","50","1017"
28/07/2022 9:49:45 PM,"706","24.8","50","1017"
28/07/2022 9:54:45 PM,"721","24.8","50","1017"
28/07/2022 9:59:45 PM,"714","24.7","50","1017"
28/07/2022 10:04:45 PM,"708","24.8","50","1017"
28/07/2022 10:09:45 PM,"714","24.8","50","1017"
28/07/2022 10:14:45 PM,"745","24.8","50","1017"
28/07/2022 10:19:45 PM,"735","24.8","50","1017"
28/07/2022 10:24:45 PM,"751","24.8","50","1017"
28/07/2022 10:29:45 PM,"769","24.8","50","1017"
28/07/2022 10:34:45 PM,"801","24.8","50","1017"
28/07/2022 10:39:45 PM,"807","24.8","50","1017"
28/07/2022 10:44:45 PM,"811","24.7","50","1017"
28/07/2022 10:49:45 PM,"810","24.7","50","1017"
28/07/2022 10:54:45 PM,"808","24.7","51","1017"
28/07/2022 10:59:45 PM,"812","24.7","51","1018"
28/07/2022 11:04:45 PM,"782","24.7","51","1018"
28/07/2022 11:09:45 PM,"781","24.7","51","1018"
28/07/2022 11:14:45 PM,"771","24.7","51","1018"
28/07/2022 11:19:45 PM,"635","24.6","49","1018"
28/07/2022 11:24:45 PM,"591","24.4","48","1018"
28/07/2022 11:29:45 PM,"575","24.3","48","1018"
28/07/2022 11:34:45 PM,"712","24.5","49","1018"
28/07/2022 11:39:45 PM,"807","24.6","49","1018"
28/07/2022 11:44:45 PM,"835","24.6","50","1018"
28/07/2022 11:49:45 PM,"854","24.6","50","1018"
28/07/2022 11:54:45 PM,"897","24.6","50","1018"
28/07/2022 11:59:45 PM,"956","24.7","51","1018"
29/07/2022 12:04:45 AM,"998","24.7","51","1018"
29/07/2022 12:09:45 AM,"1046","24.7","51","1018"
29/07/2022 12:14:45 AM,"1111","24.7","51","1018"
29/07/2022 12:19:45 AM,"1161","24.8","51","1018"
29/07/2022 12:24:45 AM,"1222","24.7","52","1018"
29/07/2022 12:29:45 AM,"1239","24.8","52","1018"
29/07/2022 12:34:45 AM,"1277","24.7","52","1018"
29/07/2022 12:39:45 AM,"1312","24.7","52","1018"
29/07/2022 12:44:45 AM,"1321","24.7","52","1018"
29/07/2022 12:49:45 AM,"1359","24.8","52","1018"
29/07/2022 12:54:45 AM,"1367","24.7","52","1018"
29/07/2022 12:59:45 AM,"1393","24.7","52","1019"
29/07/2022 1:04:45 AM,"1419","24.7","52","1019"
29/07/2022 1:09:45 AM,"1456","24.8","52","1019"
29/07/2022 1:14:45 AM,"1469","24.7","52","1019"
29/07/2022 1:19:45 AM,"1476","24.7","52","1019"
29/07/2022 1:24:45 AM,"1537","24.8","52","1019"
29/07/2022 1:29:45 AM,"1546","24.8","52","1019"
29/07/2022 1:34:45 AM,"1531","24.7","52","1019"
29/07/2022 1:39:45 AM,"1567","24.7","52","1019"
29/07/2022 1:44:45 AM,"1588","24.7","52","1019"
29/07/2022 1:49:45 AM,"1598","24.7","52","1019"
29/07/2022 1:54:45 AM,"1642","24.7","52","1019"
29/07/2022 1:59:45 AM,"1692","24.8","52","1019"
29/07/2022 2:04:45 AM,"1681","24.8","52","1019"
29/07/2022 2:09:45 AM,"1648","24.7","52","1019"
29/07/2022 2:14:45 AM,"1643","24.8","53","1019"
29/07/2022 2:19:45 AM,"1541","24.8","52","1019"
29/07/2022 2:24:45 AM,"1370","24.8","52","1019"
29/07/2022 2:29:45 AM,"1311","24.8","52","1019"
29/07/2022 2:34:45 AM,"1330","24.8","52","1019"
29/07/2022 2:39:45 AM,"1254","24.7","52","1019"
29/07/2022 2:44:45 AM,"1223","24.7","52","1019"
29/07/2022 2:49:45 AM,"1212","24.7","52","1019"
29/07/2022 2:54:45 AM,"1241","24.7","52","1019"
29/07/2022 2:59:45 AM,"1198","24.7","52","1019"
29/07/2022 3:04:45 AM,"1201","24.7","52","1019"
29/07/2022 3:09:45 AM,"1174","24.7","52","1019"
29/07/2022 3:14:45 AM,"1111","24.7","51","1019"
29/07/2022 3:19:45 AM,"1125","24.7","52","1019"
29/07/2022 3:24:45 AM,"1116","24.7","51","1019"
29/07/2022 3:29:45 AM,"1077","24.7","51","1019"
29/07/2022 3:34:45 AM,"1049","24.7","51","1019"
29/07/2022 3:39:45 AM,"1041","24.7","51","1019"
29/07/2022 3:44:45 AM,"1060","24.7","51","1019"
29/07/2022 3:49:45 AM,"1070","24.7","51","1019"
29/07/2022 3:54:45 AM,"1059","24.7","51","1019"
29/07/2022 3:59:45 AM,"1042","24.7","51","1019"
29/07/2022 4:04:45 AM,"992","24.7","51","1019"
29/07/2022 4:09:45 AM,"993","24.7","51","1019"
29/07/2022 4:14:45 AM,"1011","24.7","51","1019"
29/07/2022 4:19:45 AM,"993","24.7","51","1019"
29/07/2022 4:24:45 AM,"981","24.7","51","1019"
29/07/2022 4:29:45 AM,"967","24.7","50","1019"
29/07/2022 4:34:45 AM,"968","24.7","51","1019"
29/07/2022 4:39:45 AM,"961","24.7","50","1019"
29/07/2022 4:44:45 AM,"945","24.7","50","1019"
29/07/2022 4:49:45 AM,"937","24.7","50","1019"
29/07/2022 4:54:45 AM,"958","24.7","50","1019"
29/07/2022 4:59:45 AM,"975","24.7","50","1019"
29/07/2022 5:04:45 AM,"975","24.7","50","1019"
29/07/2022 5:09:45 AM,"957","24.7","50","1019"
29/07/2022 5:14:45 AM,"923","24.7","50","1019"
